company,corp_code,stock_code,market,label,runnable,dart_ok,fraud_year_start,fraud_year_end,run_years,fraud_type,fs_detectable,accounts,confirmed,confidence,sources,notes
마니커,00204208,027740,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:101
이엘씨,00137289,041520,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:272
코메론,00152783,049430,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:272
디아이,00118275,003160,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:272
케이씨,00209780,029460,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:272
노블엠앤비,00536329,106520,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:273
큐리오시스,01786958,494120,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:273
토모큐브,01573336,475960,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:273
LK삼양,00992543,225190,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:273
얼라인드,01073678,238120,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:273
해성옵틱스,00483735,076610,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:273
재영솔루텍,00147082,049630,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:273
옵트론텍,00327396,082210,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:273
세코닉스,00351630,053450,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:273
하이비젼시스템,00825959,126700,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:273
서울전자통신,00130587,027040,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:281
파루,00266934,043200,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:281
지투파워,01462605,388050,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:281
서호전기,00220622,065710,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:281
제일일렉트릭,00148470,199820,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:281
이화전기공업,00145738,024810,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:281
지엔씨에너지,00626464,119850,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:281
파워넷,00231354,037030,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:281
한국단자공업,00157070,025540,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:281
효성중공업,01316245,298040,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:281
로보로보,01063990,215100,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:289
대보마그네틱,01259418,290670,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:289
엔시스,01310773,333620,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:289
강원에너지,00100601,114190,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:289
APS이노베이션,00445160,079810,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:289
에이프로,00604268,262260,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:289
대아티아이,00318316,045390,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:289
티에이치엔,00118965,019180,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:289
서진시스템,00838005,178320,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:289
케이웨더,00426828,068100,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:291
지에프아이,01450938,493330,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:291
포스뱅크,00862312,105760,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:291
아스플로,00561732,159010,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:291
에이텍,00256502,045660,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:291
씨케이솔루션,01210677,480370,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:291
제이엔케이글로벌,00442154,126880,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:291
제이브이엠,00361381,054950,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:291
비에이치아이,00409788,083650,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:291
한온시스템,00161125,018880,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:291
NPX,01037542,222160,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:292
인베니아,00409371,079950,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:292
저스템,01383229,417840,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:292
미래컴퍼니,00447760,049950,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:292
로체시스템즈,00363486,071280,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:292
넥스틴,01080252,348210,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:292
현대에버다임,00228536,041440,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:292
두산로보틱스,01105153,454910,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:292
유진테크,00531014,084370,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:292
두산밥캣,01032486,241560,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:292
DH오토넥스,00126089,000300,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:303
KB오토시스,00157539,024120,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:303
모토닉,00151128,009680,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:303
대원산업,00111874,005710,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:303
아진산업,00139083,013310,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:303
영화테크,00659976,265560,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:303
삼현,00262266,437730,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:303
에스제이엠,00815369,123700,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:303
삼기,00799177,122350,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:303
HL만도,01042775,204320,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:303
스타코링크,00373571,060240,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:311
메디콕스,00356839,054180,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:311
일승,01396676,333430,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:311
한라IMS,00528515,092460,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:311
대양전기공업,00111193,108380,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:311
현대힘스,00667373,460930,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:311
인화정공,00482426,101930,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:311
케이프,00152437,064820,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:311
에이치디현대미포,00164609,010620,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:311
HD현대중공업,01390344,329180,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:311
이노스페이스,01700587,462350,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:313
케이피항공산업,01101254,288180,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:313
하이즈항공,00688358,221840,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:313
켄코아에어로스페이스,01158553,274090,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:313
쎄트렉아이,00449254,099320,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:313
한화에어로스페이스,00126566,012450,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:313
피코그램,00604028,376180,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:339
엑스플러스,01514698,373200,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:339
휴엠앤씨,01185566,263920,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:339
에이디칩스,00356927,054630,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:339
엔바이오니아,00964595,317870,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:339
에이럭스,01641600,475580,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:339
삼진엘앤디,00239514,054090,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:339
노바텍,01259232,285490,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:339
슈피겐코리아,00917861,192440,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:339
에이전트AI,00367695,060900,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:351
SGC에너지,00125150,005090,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:351
인천도시가스,00145862,034590,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:352
대성에너지,00787376,117580,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:352
경동도시가스,01208885,267290,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:352
서울도시가스,00130684,017390,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:352
한진중공업홀딩스,00163673,003480,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:352
삼천리,00128555,004690,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:352
신한,00173740,005450,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:411
웰크론한텍,00487546,076080,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:411
상지건설,00232007,042940,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:411
KD,00111218,044180,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:411
대원,00111838,007680,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:411
신세계건설,00217947,034300,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:411
SGC E&C,00141246,016250,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:411
금호건설,00106313,002990,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:411
두산건설,00102760,011160,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:411
한신공영,00162063,004960,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:411
에스지신성건설,00173661,001970,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:412
케이에이치건설,01097906,226360,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:412
성지건설,00133238,005980,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:412
삼부토건,00125974,001470,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:412
플랜텍,00181934,051310,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:412
일성건설,00146232,013360,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:412
HL D&I,00161116,014790,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:412
HJ중공업,00633835,097230,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:412
계룡건설산업,00102432,013580,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:412
태영건설,00153861,009410,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:412
케이옥션,00668600,102370,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:461
이상네트웍스,00454399,080010,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:461
서울옥션,00410915,063170,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:461
골프존홀딩스,00674498,121440,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:461
LX인터내셔널,00120076,001120,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:461
포스코인터내셔널,00124504,047050,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:461
비엘팜텍,00384717,065170,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:463
대산F&B,00390860,065150,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:463
신라에스지,00136004,025870,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:463
바이온,00232089,032980,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:463
나라셀라,01021639,405920,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:463
맘스터치앤컴퍼니,01089855,220630,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:463
교촌에프앤비,00453284,339770,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:463
현대코퍼레이션홀딩스,01108099,227840,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:463
CJ프레시웨이,00127954,051500,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:463
동서,00144395,026960,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:463
퀀타피아,00501970,078940,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:464
지엘팜텍,01042359,204840,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:464
한국화장품,00823429,123690,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:464
더블유에스아이,01318261,299170,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:464
ES큐브,00175623,050120,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:464
케이바이오랩스,00255105,038530,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:464
청담글로벌,01534577,362320,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:464
윌비스,00104999,008600,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:464
삼천리자전거,00128607,024950,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:464
미스토홀딩스,00195229,081660,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:464
한울비앤씨,00820389,214870,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:465
엠젠솔루션,00110884,032790,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:465
대한과학,00608316,131220,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:465
신흥,00173795,004080,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:465
제이씨현시스템,00223513,033320,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:465
카스,00152260,016920,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:465
매커스,00596677,093520,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:465
휴맥스,00787057,115160,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:465
ISC,00572905,095340,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:465
다우데이타,00238782,032190,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:465
세우글로벌,00134176,013000,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:467
신풍,00137368,002870,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:467
블루엠텍,01559637,439580,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:467
한솔피엔에스,00103626,010420,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:467
원익큐브,00128175,014190,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:467
남성,00172185,004270,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:467
HC홈센타,00288495,060560,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:467
리드코프,00117708,012700,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:467
SK네트웍스,00131780,001740,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:467
삼성물산,00149655,028260,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:467
디에이치엑스컴퍼니,00180865,031860,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:468
메디앙스,00267854,014100,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:468
소노스퀘어,00104810,007720,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:468
SG세계물산,00133511,004060,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:468
STX,00138297,011810,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:468
우리엔터프라이즈,00155692,037400,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:468
GS글로벌,00138190,001250,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:468
화승인더스트리,00166227,006060,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:468
현대코퍼레이션,00164812,011760,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:468
LS네트웍스,00104698,000680,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:468
HLB글로벌,00169048,003580,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:471
대구백화점,00108977,006370,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:471
베뉴지,00267906,019010,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:471
경방,00101628,000050,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:471
한화갤러리아,01722437,452260,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:471
BGF리테일,01263022,282330,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:471
GS리테일,00140177,007070,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:471
현대백화점,00428251,069960,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:471
신세계,00136378,004170,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:471
롯데쇼핑,00120526,023530,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:471
국보,00104519,001140,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:493
한익스프레스,00129509,014130,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:493
인터지스,00151368,129260,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:493
케이씨티시,00103042,009070,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:493
세방,00133812,004360,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:493
STX그린로지스,01784394,465770,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:501
흥아해운,00167208,003280,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:501
대한해운,00113535,005880,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:501
팬오션,00122737,028670,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:501
HMM,00164645,011200,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:501
트리니티항공,00671376,091810,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:511
제주항공,00555874,089590,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:511
아시아나항공,00138792,020560,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:511
스포츠서울,00298687,039670,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:581
골드앤에스,00249502,035290,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:581
디앤씨미디어,01186404,263720,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:581
예림당,00259934,036000,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:581
비상교육,00520887,100220,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:581
메가스터디,00422284,072870,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:581
모바일어플라이언스,00556615,087260,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:582
비트컴퓨터,00231707,032850,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:582
비즈니스온커뮤니케이션,01014657,138580,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:582
아톤,00595182,158430,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:582
티사이언티픽,00372688,057680,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:582
한컴위드,00363592,054920,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:582
셀바스AI,00666064,108860,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:582
액토즈소프트,00348034,052790,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:582
네오위즈,00628860,095660,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:582
KG이니시스,00264547,035600,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:582
아센디오,00145437,012170,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:591
한주에이알티,00146427,058450,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:591
삼화네트웍스,00301112,046390,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:591
바른손이앤에이,00259590,035620,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:591
팬엔터테인먼트,00397191,068050,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:591
아이에이치큐,00154426,003560,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:591
스튜디오에스,00280688,046140,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:591
초록뱀미디어,00299464,047820,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:591
콘텐트리중앙,00203315,036420,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:591
CJ CGV,00303873,079160,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:591
알비더블유,01303029,361570,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:592
큐브엔터,00985686,182360,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:592
와이지엔터테인먼트,00613318,122870,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:592
하이브,01204056,352820,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:592
씨씨에스,00249441,066790,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:602
티비씨,00204642,033830,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:602
KNN,00208134,058400,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:602
KX,00657987,122450,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:602
케이티스카이라이프,00349097,053210,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:602
LG헬로비전,00222532,037560,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:602
SBS,00130772,034120,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:602
CJ ENM,00265324,035760,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:602
인스코비,00122825,006490,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:612
케이엘넷,00246620,039420,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:612
인포바인,00491415,115310,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:612
와이어블,00250137,065530,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:612
버킷스튜디오,00378220,066410,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:612
아이즈비전,00200910,031310,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:612
드림라인,00249034,035430,,clean,True,True,,,2020;2021;2022;2023;2024,,False,,정상(피어),,,피어DB:612
